îNóÓï èoê∂ó¶ÇÃå©í Çµ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125
39,0.03514,0.03825,0.03567,0.03401,0.03524,0.03522,0.03466,0.03516,0.03582,0.03634,0.03716,0.03762,0.03892,0.03897,0.03982,0.04069,0.04091,0.04110,0.04161,0.04159,0.04162,0.04174,0.04237,0.04194,0.04280,0.04229,0.04221,0.04208,0.04258,0.04237,0.04239,0.04276,0.04238,0.04299,0.04234,0.04284,0.04315,0.04292,0.04343,0.04397,0.04156,0.04317,0.04371,0.04287,0.04299,0.04312,0.04309,0.04308,0.04311,0.04314,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319,0.04319
40,0.02528,0.03015,0.02744,0.02458,0.02510,0.02543,0.02558,0.02537,0.02580,0.02629,0.02668,0.02730,0.02764,0.02858,0.02863,0.02926,0.02989,0.03005,0.03020,0.03058,0.03057,0.03060,0.03069,0.03115,0.03084,0.03148,0.03111,0.03105,0.03096,0.03132,0.03117,0.03119,0.03146,0.03118,0.03163,0.03116,0.03152,0.03176,0.03159,0.03196,0.03237,0.03059,0.03178,0.03217,0.03156,0.03165,0.03175,0.03173,0.03172,0.03174,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177,0.03177
41,0.01715,0.02037,0.01890,0.01670,0.01663,0.01657,0.01688,0.01708,0.01700,0.01727,0.01760,0.01787,0.01827,0.01849,0.01912,0.01915,0.01956,0.01999,0.02010,0.02020,0.02046,0.02046,0.02048,0.02054,0.02086,0.02066,0.02110,0.02085,0.02081,0.02075,0.02099,0.02089,0.02090,0.02109,0.02090,0.02120,0.02089,0.02113,0.02129,0.02118,0.02143,0.02171,0.02052,0.02131,0.02158,0.02117,0.02123,0.02130,0.02128,0.02128,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129,0.02129
42,0.01016,0.01340,0.01205,0.01041,0.01020,0.00989,0.00988,0.01010,0.01027,0.01026,0.01042,0.01062,0.01078,0.01101,0.01113,0.01151,0.01152,0.01178,0.01204,0.01211,0.01218,0.01235,0.01236,0.01238,0.01242,0.01262,0.01252,0.01279,0.01265,0.01262,0.01259,0.01274,0.01268,0.01269,0.01280,0.01269,0.01287,0.01268,0.01284,0.01293,0.01287,0.01303,0.01320,0.01248,0.01296,0.01313,0.01288,0.01292,0.01296,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295,0.01295
43,0.00573,0.00826,0.00726,0.00590,0.00590,0.00564,0.00550,0.00555,0.00569,0.00579,0.00578,0.00588,0.00599,0.00607,0.00620,0.00627,0.00648,0.00649,0.00663,0.00677,0.00682,0.00686,0.00695,0.00696,0.00697,0.00700,0.00711,0.00706,0.00721,0.00713,0.00712,0.00710,0.00718,0.00715,0.00715,0.00722,0.00716,0.00726,0.00715,0.00724,0.00730,0.00726,0.00735,0.00745,0.00704,0.00731,0.00741,0.00727,0.00729,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731,0.00731
44,0.00267,0.00455,0.00364,0.00281,0.00273,0.00267,0.00256,0.00250,0.00252,0.00258,0.00264,0.00266,0.00270,0.00274,0.00278,0.00283,0.00286,0.00296,0.00296,0.00303,0.00310,0.00312,0.00314,0.00319,0.00320,0.00320,0.00322,0.00328,0.00325,0.00333,0.00329,0.00329,0.00328,0.00332,0.00330,0.00330,0.00333,0.00331,0.00335,0.00331,0.00335,0.00337,0.00336,0.00340,0.00344,0.00325,0.00338,0.00343,0.00336,0.00337,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338
45,0.00108,0.00247,0.00183,0.00124,0.00119,0.00113,0.00111,0.00108,0.00106,0.00107,0.00109,0.00112,0.00114,0.00115,0.00117,0.00119,0.00121,0.00123,0.00127,0.00127,0.00130,0.00133,0.00134,0.00135,0.00137,0.00138,0.00138,0.00139,0.00142,0.00141,0.00145,0.00143,0.00143,0.00143,0.00144,0.00144,0.00144,0.00145,0.00144,0.00146,0.00144,0.00146,0.00147,0.00147,0.00149,0.00151,0.00143,0.00148,0.00150,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148
46,0.00040,0.00107,0.00073,0.00058,0.00050,0.00046,0.00043,0.00043,0.00042,0.00041,0.00042,0.00043,0.00045,0.00046,0.00046,0.00047,0.00047,0.00048,0.00049,0.00050,0.00050,0.00051,0.00053,0.00053,0.00054,0.00055,0.00055,0.00055,0.00055,0.00057,0.00057,0.00058,0.00057,0.00057,0.00057,0.00058,0.00058,0.00058,0.00058,0.00058,0.00059,0.00058,0.00058,0.00059,0.00059,0.00060,0.00060,0.00057,0.00059,0.00060,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059
47,0.00015,0.00056,0.00039,0.00027,0.00021,0.00017,0.00016,0.00016,0.00016,0.00015,0.00015,0.00015,0.00016,0.00016,0.00017,0.00017,0.00017,0.00018,0.00018,0.00018,0.00018,0.00019,0.00019,0.00019,0.00020,0.00020,0.00020,0.00020,0.00020,0.00021,0.00021,0.00021,0.00022,0.00021,0.00021,0.00021,0.00022,0.00021,0.00021,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00023,0.00021,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022
48,0.00007,0.00016,0.00013,0.00017,0.00013,0.00010,0.00009,0.00008,0.00008,0.00008,0.00008,0.00007,0.00008,0.00008,0.00008,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00010,0.00010,0.00010,0.00010,0.00010,0.00010,0.00010,0.00010,0.00010,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00012,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011
49,0.00010,0.00017,0.00017,0.00034,0.00027,0.00020,0.00015,0.00013,0.00012,0.00011,0.00011,0.00011,0.00011,0.00012,0.00012,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00016,0.00015,0.00015,0.00015,0.00016,0.00015,0.00015,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015
